"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
18537,-122.01,36.97,35,1605,392,743,382,2.5368,240000,"NEAR OCEAN"
15926,-122.44,37.73,52,2381,492,1485,447,4.3898,270000,"NEAR BAY"
2735,-115.56,32.78,34,2856,555,1627,522,3.2083,76200,"INLAND"
14231,-117.04,32.69,9,3417,860,2521,828,3.02,158900,"NEAR OCEAN"
10112,-117.94,33.94,25,3250,546,1452,501,5.1084,303800,"<1H OCEAN"
15622,-122.41,37.8,52,2583,672,1335,613,3.1477,500001,"NEAR BAY"
5027,-118.33,33.99,43,2224,550,1598,545,2.8274,122500,"<1H OCEAN"
9347,-122.58,37.98,52,3675,649,1553,639,4.6905,316300,"NEAR BAY"
4486,-118.2,34.06,40,1181,335,1441,337,2.1136,111800,"<1H OCEAN"
4659,-118.32,34.05,42,3343,1183,3480,1146,1.9923,250000,"<1H OCEAN"
10189,-117.96,33.87,27,890,289,416,200,3.141,167500,"<1H OCEAN"
14282,-117.13,32.71,44,1697,413,1396,363,1.5474,83300,"NEAR OCEAN"
14482,-117.25,32.82,23,6139,826,2036,807,9.5245,500001,"NEAR OCEAN"
15783,-122.4,37.78,32,352,132,313,105,2.5742,350000,"NEAR BAY"
623,-122.16,37.73,52,1114,206,425,207,2.5625,175000,"NEAR BAY"
1920,-120.92,38.86,11,1720,345,850,326,3.2027,128600,"INLAND"
14443,-117.25,32.8,35,2281,506,1005,496,4.2296,275000,"NEAR OCEAN"
11107,-117.9,33.85,31,3413,764,2326,728,4.325,187100,"<1H OCEAN"
15075,-117,32.8,33,1816,325,768,316,4.5662,150300,"<1H OCEAN"
2775,-115.8,33.26,2,96,18,30,16,5.3374,47500,"INLAND"
797,-122.08,37.63,31,767,171,548,185,3.7614,176000,"NEAR BAY"
18296,-122.12,37.4,31,2356,405,921,358,7.0245,500001,"NEAR BAY"
2561,-124.14,40.8,32,1373,312,872,306,2.5,72600,"NEAR OCEAN"
16960,-122.3,37.54,39,4292,1097,1758,987,2.9405,340500,"NEAR OCEAN"
10735,-117.87,33.6,34,3415,779,1275,718,4.498,482900,"<1H OCEAN"
1848,-122.28,37.91,41,3009,482,1053,490,5.828,324400,"NEAR BAY"
3472,-118.47,34.29,18,4256,987,3401,955,4.2935,190000,"<1H OCEAN"
14523,-117.13,32.9,15,2785,644,1798,630,3.7156,175200,"<1H OCEAN"
16053,-122.48,37.76,50,2236,484,1171,467,4.0977,322100,"NEAR BAY"
10099,-117.95,33.93,25,3445,801,2400,750,3.4702,161900,"<1H OCEAN"
6857,-118.16,34.06,25,4284,741,2163,701,6.1509,315100,"<1H OCEAN"
727,-122.12,37.68,40,1553,253,724,267,4.38,196400,"NEAR BAY"
15448,-117.23,33.19,22,2554,447,1147,422,3.6346,192500,"<1H OCEAN"
7280,-118.25,33.98,44,1087,335,1441,310,1.6667,112500,"<1H OCEAN"
13566,-117.29,34.16,38,2458,488,1135,453,2.875,99100,"INLAND"
7898,-118.07,33.85,16,3771,606,2196,564,7.0113,319700,"<1H OCEAN"
2111,-119.75,36.75,49,2331,460,1290,477,2.5111,55400,"INLAND"
14627,-117.18,32.77,16,2374,780,913,705,2.7386,87500,"NEAR OCEAN"
10285,-117.83,33.9,23,2446,360,1196,359,6.5755,272800,"<1H OCEAN"
11333,-117.96,33.75,25,1323,208,852,229,4.6167,237300,"<1H OCEAN"
6846,-118.11,34.07,19,3215,907,3072,870,2.3393,202300,"<1H OCEAN"
17984,-121.95,37.3,21,4193,1068,2487,1011,3.7188,293000,"<1H OCEAN"
3316,-122.78,38.97,11,5175,971,2144,792,3.0466,97300,"INLAND"
18234,-122.09,37.4,26,3218,1021,2087,964,3.2875,182700,"NEAR BAY"
20543,-121.75,38.55,33,2479,382,979,377,4.7308,236200,"INLAND"
16029,-122.45,37.73,52,2035,424,1193,430,5.0634,264200,"NEAR BAY"
9254,-120.08,36.95,41,1164,211,476,171,2.4196,70700,"INLAND"
17201,-119.75,34.5,26,3563,579,1479,575,5.9522,438400,"<1H OCEAN"
3157,-118.44,35.13,21,1899,447,1133,391,1.8636,67900,"INLAND"
8238,-118.19,33.77,52,1562,616,692,512,1.4048,2e+05,"NEAR OCEAN"
8848,-118.4,34.09,45,2686,283,857,259,15.0001,500001,"<1H OCEAN"
4353,-118.37,34.1,37,407,67,100,47,15.0001,500001,"<1H OCEAN"
17863,-121.9,37.45,16,2952,446,1525,460,5.6063,320500,"<1H OCEAN"
6977,-118.04,33.99,47,2530,565,1262,509,3.6475,197100,"<1H OCEAN"
8993,-118.35,34,46,3402,503,1389,504,5.3462,270400,"<1H OCEAN"
4399,-118.28,34.08,42,1618,522,1454,440,3.1607,182000,"<1H OCEAN"
210,-122.23,37.79,40,930,199,564,184,1.3281,113300,"NEAR BAY"
16955,-122.3,37.53,37,1338,215,535,221,5.4351,376600,"NEAR OCEAN"
8404,-118.37,33.94,29,2265,813,3425,781,2.3675,149400,"<1H OCEAN"
5643,-118.31,33.74,36,2464,472,1111,457,4.5074,350000,"NEAR OCEAN"
9442,-120.15,37.69,13,866,252,369,165,2.875,70200,"INLAND"
18770,-122.31,40.45,10,1187,236,728,248,2.0469,66800,"INLAND"
13496,-117.35,34.17,28,1905,372,1480,341,2.9844,79200,"INLAND"
12809,-121.47,38.63,29,2197,520,1374,483,2.1889,69300,"INLAND"
4142,-118.19,34.13,50,1309,302,883,293,3.1287,198000,"<1H OCEAN"
6885,-118.08,34.04,20,5841,1146,3273,1131,4.7222,185100,"<1H OCEAN"
3168,-118.9,35.26,31,6145,1492,5666,1457,1.9066,54600,"INLAND"
16479,-121.24,38.22,28,2593,487,1365,457,3.3929,113000,"INLAND"
3400,-118.32,34.26,32,3690,791,1804,715,4.4875,222700,"<1H OCEAN"
12310,-116.89,33.48,14,1016,219,443,169,2.8071,137500,"INLAND"
15273,-117.29,33.06,20,2110,335,1008,325,6.1509,338700,"NEAR OCEAN"
1609,-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500,"NEAR BAY"
14181,-117.06,32.72,31,2669,514,1626,499,3.1923,116900,"NEAR OCEAN"
18629,-121.87,37.1,20,1918,304,798,302,7.5755,402300,"<1H OCEAN"
575,-122.27,37.77,23,5679,1270,2690,1151,4.7695,291700,"NEAR BAY"
13620,-117.25,34.13,35,861,148,381,138,2.5234,88200,"INLAND"
16939,-122.33,37.56,50,1975,245,644,251,10.0743,500001,"NEAR OCEAN"
18888,-122.24,38.11,52,2050,492,1277,463,3.0507,107300,"NEAR BAY"
18596,-122.12,37.09,36,1397,289,661,243,4.125,239600,"NEAR OCEAN"
17310,-119.59,34.39,35,622,170,278,139,3.6969,335000,"<1H OCEAN"
9162,-118.49,34.42,23,4166,756,2082,743,4.4107,213400,"<1H OCEAN"
16945,-122.32,37.55,46,1437,266,607,263,4.8068,369700,"NEAR OCEAN"
18845,-123.08,41.26,34,2773,679,1066,424,1.6757,63300,"INLAND"
945,-122.02,37.53,21,4280,673,2216,681,5.7072,242200,"NEAR BAY"
5060,-118.35,34.01,35,3776,NA,1583,749,3.5486,332100,"<1H OCEAN"
10519,-117.71,33.51,12,4676,698,1543,598,6.379,500001,"<1H OCEAN"
11759,-121.24,38.75,5,9137,1368,3667,1294,5.4896,229600,"INLAND"
14102,-117.1,32.76,31,987,267,619,250,2.9286,151800,"NEAR OCEAN"
3425,-118.42,34.27,35,674,153,808,173,2.6667,147800,"<1H OCEAN"
11035,-117.82,33.78,25,4977,645,2061,646,6.58,318500,"<1H OCEAN"
7707,-118.13,33.97,34,1736,297,823,292,5.4042,241600,"<1H OCEAN"
8703,-118.35,33.86,24,2139,481,971,418,4.3859,271300,"<1H OCEAN"
2053,-119.73,36.72,15,2246,456,1190,403,2.0294,70400,"INLAND"
8176,-118.11,33.79,36,2223,370,1039,370,5.7942,257000,"<1H OCEAN"
20163,-119.34,34.39,27,669,131,314,106,2.4659,231300,"NEAR OCEAN"
3880,-118.51,34.22,36,1952,387,1156,392,4.185,209200,"<1H OCEAN"
12614,-121.52,38.51,23,6876,1456,2942,1386,3.0963,156900,"INLAND"
11823,-121.07,38.94,14,1710,294,839,297,4.7143,150700,"INLAND"
1798,-122.36,37.93,44,1891,449,1047,432,1.7727,86100,"NEAR BAY"
12292,-116.97,33.93,29,2793,722,1583,626,1.424,73200,"INLAND"
7163,-118.17,34.04,38,385,102,402,95,1.625,129700,"<1H OCEAN"
12770,-121.42,38.62,41,1087,272,462,219,2.0224,64900,"INLAND"
7478,-118.21,33.93,36,1337,382,1769,393,2.6953,121000,"<1H OCEAN"
2712,-115.72,32.75,16,348,99,123,54,2.0938,87500,"INLAND"
20440,-118.8,34.27,12,3330,600,1577,584,4.6985,264100,"<1H OCEAN"
12720,-121.38,38.61,34,2888,496,1168,479,3.6053,148600,"INLAND"
2327,-119.71,36.81,19,2282,550,1034,500,1.6618,69700,"INLAND"
12094,-117.4,33.76,8,1954,330,973,321,4.4875,249100,"INLAND"
6237,-117.96,34.06,34,2226,381,1464,365,4.4102,183200,"<1H OCEAN"
17371,-120.43,34.98,21,2725,514,1466,488,3.6639,128600,"<1H OCEAN"
6560,-118.13,34.2,46,2676,427,1022,395,6.4288,295500,"INLAND"
8193,-118.12,33.79,41,1762,314,738,300,4.1687,240700,"<1H OCEAN"
10036,-121.09,39.22,25,2200,439,1045,419,2.6042,116700,"INLAND"
6959,-118.06,34,34,5002,917,2597,893,3.9243,219800,"<1H OCEAN"
19018,-121.96,38.35,20,1415,266,667,250,4.0938,117300,"INLAND"
29,-122.28,37.84,50,2082,492,1131,473,1.6424,108900,"NEAR BAY"
16121,-122.46,37.78,52,2594,622,1421,593,3.0265,350000,"NEAR BAY"
3907,-118.5,34.19,35,2720,490,1158,445,5.0796,228300,"<1H OCEAN"
2525,-122.18,39.55,28,1471,259,673,246,3.25,81600,"INLAND"
3699,-118.38,34.21,38,1363,395,1798,405,2.3182,171200,"<1H OCEAN"
6874,-118.1,34.08,21,1349,352,1188,330,2.5,182100,"<1H OCEAN"
42,-122.26,37.83,51,936,311,517,249,1.2852,150000,"NEAR BAY"
15821,-122.42,37.75,52,1855,611,1715,614,2.1289,250000,"NEAR BAY"
11131,-117.93,33.85,33,2489,546,1857,444,2.9474,178400,"<1H OCEAN"
17571,-121.94,37.32,46,2451,472,1163,448,4.8519,225800,"<1H OCEAN"
12711,-121.39,38.59,34,1151,234,563,251,2.8,113600,"INLAND"
14939,-117.02,32.64,5,260,41,157,42,6.5151,281700,"NEAR OCEAN"
3930,-118.55,34.19,31,1856,370,990,360,4.3654,223800,"<1H OCEAN"
9353,-122.57,37.96,52,3458,468,1449,471,9.1834,500001,"NEAR BAY"
4289,-118.3,34.09,40,3058,1215,3953,1223,1.8156,218800,"<1H OCEAN"
4294,-118.3,34.09,36,2332,993,3155,927,2.2612,230400,"<1H OCEAN"
4067,-118.47,34.16,30,3823,740,1449,612,4.6,392500,"<1H OCEAN"
1020,-121.78,37.67,28,1773,278,804,269,4.8571,201100,"INLAND"
19614,-121.14,37.46,4,2919,503,1592,491,5.2452,161900,"INLAND"
8615,-118.38,33.87,21,4151,1018,2054,925,4.9821,292900,"<1H OCEAN"
14916,-117.05,32.59,16,4683,929,3073,865,3.0495,98300,"NEAR OCEAN"
4157,-118.2,34.12,44,1565,398,1500,407,2.8125,155600,"<1H OCEAN"
2589,-124.15,40.88,33,2235,506,1165,441,1.725,57500,"NEAR OCEAN"
14471,-117.27,32.84,26,3940,657,1180,600,6.1025,500001,"NEAR OCEAN"
2203,-119.86,36.82,12,1488,253,675,223,4.7622,89300,"INLAND"
12477,-121.48,38.58,48,2434,744,1281,662,1.6277,140600,"INLAND"
3215,-119.64,36.34,32,2958,670,1504,627,1.8606,56700,"INLAND"
1742,-122.33,37.96,46,1222,236,819,251,3.9118,129400,"NEAR BAY"
10584,-117.8,33.72,16,2617,506,1317,511,4.821,201400,"<1H OCEAN"
8015,-118.1,33.84,36,1915,316,850,319,4.7222,225800,"<1H OCEAN"
13567,-117.28,34.16,26,2469,532,1068,501,1.9832,122100,"INLAND"
1442,-122.02,37.98,37,1474,343,782,331,3.4187,161700,"NEAR BAY"
10104,-117.97,33.92,24,2017,416,900,436,3,251400,"<1H OCEAN"
7467,-118.19,33.93,44,1613,345,1227,342,3.1667,145700,"<1H OCEAN"
8368,-118.35,33.98,33,1884,477,1518,449,3.1194,152800,"<1H OCEAN"
13626,-117.26,34.11,33,1210,288,850,238,1.2171,59300,"INLAND"
15711,-122.44,37.79,52,1903,461,831,433,4.4464,500001,"NEAR BAY"
15768,-122.43,37.77,52,2685,629,1170,614,3.6894,418800,"NEAR BAY"
2610,-124.01,40.89,28,1470,336,811,314,2.4559,75600,"<1H OCEAN"
15043,-116.97,32.78,26,8902,1413,3941,1387,4.7943,226900,"<1H OCEAN"
19991,-119.32,36.19,11,3136,620,2013,583,3.335,69700,"INLAND"
8709,-118.36,33.86,37,1249,218,583,214,5.7422,330700,"<1H OCEAN"
16349,-121.35,38.03,16,3158,515,1596,528,4.1739,131300,"INLAND"
13736,-117.2,34.04,24,1587,222,676,234,6.0715,173400,"INLAND"
7452,-118.17,33.94,17,1145,209,499,202,4.6389,165500,"<1H OCEAN"
14794,-117.12,32.57,35,1450,256,930,286,2.6715,133300,"NEAR OCEAN"
14166,-117.07,32.77,38,1130,228,699,241,2.65,167600,"NEAR OCEAN"
15790,-122.4,37.78,52,464,202,286,148,1.6125,112500,"NEAR BAY"
5935,-117.84,34.13,26,3773,694,2103,688,4.6937,198000,"INLAND"
11720,-120.11,39.21,18,2245,392,421,162,4.5795,158300,"INLAND"
2937,-118.99,35.36,18,1524,354,1210,344,1.1136,47800,"INLAND"
18305,-122.12,37.41,33,2892,617,1250,581,5.3727,360900,"NEAR BAY"
16374,-121.29,38.04,16,2128,441,1860,459,3.1779,97300,"INLAND"
320,-122.19,37.75,19,2207,565,1481,520,1.3194,81400,"NEAR BAY"
19830,-119.38,36.56,14,3965,804,1945,733,2.6906,95300,"INLAND"
15727,-122.45,37.78,43,1452,397,897,393,4.1319,322700,"NEAR BAY"
18588,-121.8,36.94,29,2377,476,1669,499,2.8214,190100,"<1H OCEAN"
8253,-118.17,33.78,44,2364,746,3184,672,1.918,147500,"NEAR OCEAN"
8271,-118.15,33.77,39,2428,634,1312,612,2.7212,266300,"NEAR OCEAN"
3697,-118.37,34.21,33,2034,470,1990,423,3.7455,159600,"<1H OCEAN"
16116,-122.5,37.74,42,1667,395,1041,387,3.9583,273700,"NEAR OCEAN"
11713,-120.15,39.17,32,1684,359,454,209,2.9125,145800,"INLAND"
2331,-119.72,36.82,16,2627,613,1054,623,1.9483,112500,"INLAND"
10759,-117.86,33.65,4,3618,767,1326,714,5.4284,500001,"<1H OCEAN"
6955,-118.06,33.98,40,1410,255,932,273,4.2206,178000,"<1H OCEAN"
6883,-118.09,34.06,30,1980,552,2264,511,2.6094,179400,"<1H OCEAN"
13318,-117.64,34.07,30,2787,713,2647,693,2.2765,98100,"INLAND"
9860,-121.86,36.6,31,1044,285,762,301,3.038,195300,"<1H OCEAN"
10412,-117.6,33.65,4,3134,504,1599,485,6.2464,233900,"<1H OCEAN"
15100,-116.95,32.81,15,2619,599,1513,537,2.543,1e+05,"<1H OCEAN"
16597,-121.47,37.58,14,1594,292,887,287,4.6625,294000,"INLAND"
2007,-119.8,36.75,41,1659,466,1391,447,1.3527,61200,"INLAND"
7572,-118.21,33.89,39,1565,364,1389,360,2.7443,113900,"<1H OCEAN"
20254,-119.19,34.23,17,3889,748,2415,739,4.5,234300,"NEAR OCEAN"
2836,-118.99,35.4,48,1908,331,789,321,3.5714,84600,"INLAND"
10785,-117.91,33.63,32,1901,400,946,418,2.7264,311100,"<1H OCEAN"
3108,-117.7,35.62,18,2657,496,1426,483,3.5931,71900,"INLAND"
17402,-120.44,34.93,16,2098,558,1252,492,2.1509,67500,"<1H OCEAN"
10328,-117.77,33.85,13,5415,827,2061,714,7.3681,353100,"<1H OCEAN"
15184,-117.15,33.02,4,15029,2279,5613,1696,7.2731,450400,"NEAR OCEAN"
11299,-117.91,33.78,33,2729,549,2223,535,4.0362,177900,"<1H OCEAN"
10918,-117.86,33.74,38,2415,642,3242,599,3.425,165600,"<1H OCEAN"
11651,-118.04,33.85,23,3132,469,1646,478,5.777,315900,"<1H OCEAN"
8215,-118.19,33.78,29,1170,369,1398,373,2.2543,156300,"NEAR OCEAN"
1454,-121.97,37.96,28,1433,290,877,313,4.7891,184800,"INLAND"
19860,-119.29,36.34,10,1832,455,1664,429,2.0227,53300,"INLAND"
7753,-118.15,33.92,30,915,234,646,211,2.5208,182800,"<1H OCEAN"
11093,-117.87,33.81,15,3082,536,1268,531,3.7604,280100,"<1H OCEAN"
8740,-118.31,33.81,23,3942,748,1679,711,4.1169,362600,"<1H OCEAN"
11604,-118.02,33.79,23,6368,1030,3281,1001,6.1142,240400,"<1H OCEAN"
898,-121.96,37.53,28,2949,529,1538,545,4.9615,228000,"<1H OCEAN"
11700,-117.97,33.89,17,1740,445,1158,412,2.8649,137500,"<1H OCEAN"
1502,-122.05,37.94,22,2105,354,993,365,4.6602,227800,"NEAR BAY"
7858,-118.13,33.89,33,3668,867,2368,845,2.8906,204900,"<1H OCEAN"
2955,-119.01,35.35,39,598,149,366,132,1.9125,57900,"INLAND"
12126,-117.24,33.93,12,7105,1447,4520,1333,3.2705,113200,"INLAND"
7762,-118.1,33.91,40,513,100,399,99,4.875,167600,"<1H OCEAN"
234,-122.19,37.79,45,2718,451,1106,454,4.6563,231800,"NEAR BAY"
13311,-117.61,34.09,11,2000,391,1503,426,4.6167,144000,"INLAND"
6205,-117.87,34.06,25,3652,470,1525,484,10.1248,428500,"<1H OCEAN"
4274,-118.32,34.09,34,2473,1171,2655,1083,1.6331,162500,"<1H OCEAN"
2002,-119.78,36.75,35,2114,506,2050,474,1.2375,50000,"INLAND"
12570,-121.43,38.54,42,3321,688,1346,658,2.4618,101300,"INLAND"
3510,-118.46,34.25,33,2202,433,1135,407,4.2143,224200,"<1H OCEAN"
16648,-120.65,35.27,27,2034,341,768,316,4.2411,258900,"NEAR OCEAN"
4932,-118.25,33.99,39,1274,319,1362,324,2.1793,107900,"<1H OCEAN"
20195,-119.22,34.26,16,2596,625,1403,562,3.4018,145200,"NEAR OCEAN"
17656,-121.89,37.25,26,1741,323,1007,339,4.7069,234800,"<1H OCEAN"
7251,-118.12,33.99,26,2296,534,1777,507,2.5395,191000,"<1H OCEAN"
12988,-121.27,38.7,16,3747,586,1817,590,4.6488,145300,"INLAND"
16274,-121.24,37.93,21,1185,237,960,245,2.0893,65000,"INLAND"
14747,-117.04,32.58,20,2029,357,1497,353,4.0089,132100,"NEAR OCEAN"
5208,-118.29,33.92,40,1935,461,1616,433,2.875,120200,"<1H OCEAN"
1906,-119.96,38.84,17,2722,512,828,289,3.5714,109700,"INLAND"
12210,-117.02,33.6,7,1972,352,964,317,3.244,337200,"INLAND"
16422,-121.29,37.87,29,488,108,308,115,2.6563,103100,"INLAND"
20609,-121.59,39.1,24,1107,261,768,205,1.7167,48800,"INLAND"
10528,-117.71,33.54,7,4907,577,1883,556,10.4415,453800,"<1H OCEAN"
9733,-121.69,36.81,18,2837,522,1454,458,4.5272,221000,"<1H OCEAN"
9393,-122.54,37.91,48,2924,489,1159,505,5.6302,489000,"NEAR BAY"
16815,-122.43,37.64,34,8400,1812,4101,1717,4.1033,301000,"NEAR OCEAN"
18363,-122.15,37.35,23,3814,485,1344,464,12.9792,500001,"NEAR BAY"
12646,-121.47,38.52,26,2177,638,1971,560,1.2575,66800,"INLAND"
7650,-118.27,33.8,28,4698,902,3287,881,4.8508,215900,"<1H OCEAN"
9992,-121.1,39.08,13,1110,216,602,209,2.5887,144400,"INLAND"
6676,-118.12,34.16,52,2218,437,1211,422,5.0237,241900,"<1H OCEAN"
5218,-118.23,33.95,37,2667,671,2865,683,0.6831,87500,"<1H OCEAN"
18940,-122.1,38.24,13,7367,1042,3193,983,5.3102,195000,"NEAR BAY"
10493,-117.68,33.49,18,4173,625,1649,634,6.3568,294300,"<1H OCEAN"
14594,-117.18,32.83,27,2346,399,1105,373,4.2708,182800,"NEAR OCEAN"
5410,-118.44,34.03,41,1164,265,561,251,4.2411,350900,"<1H OCEAN"
5136,-118.26,33.97,46,1521,352,1100,334,1.55,100600,"<1H OCEAN"
3801,-118.36,34.16,42,2304,442,862,429,4.3542,417900,"<1H OCEAN"
13911,-116.38,34.1,6,2104,348,841,320,4.1458,116300,"INLAND"
16249,-121.28,37.98,52,941,184,414,171,2.1429,69900,"INLAND"
18220,-122.07,37.41,26,1184,225,815,218,5.7657,322300,"NEAR BAY"
5701,-118.25,34.23,41,1979,496,1157,459,4.4083,217700,"<1H OCEAN"
3695,-118.38,34.2,23,4138,1171,3911,1068,3.0125,181700,"<1H OCEAN"
6070,-117.87,34.02,16,3552,575,2120,573,6.4333,271500,"<1H OCEAN"
10928,-117.89,33.74,34,1759,353,2083,330,3.2292,160600,"<1H OCEAN"
4920,-118.25,34,36,1033,267,1112,229,1.7237,105800,"<1H OCEAN"
16038,-122.46,37.72,45,2399,419,1225,399,4.0855,244100,"NEAR OCEAN"
12528,-121.49,38.56,42,900,239,506,231,1.2813,87500,"INLAND"
13446,-117.45,34.07,21,3465,639,2292,628,3.3553,113500,"INLAND"
19493,-121,37.65,52,3887,803,1768,779,2.5089,119000,"INLAND"
3438,-118.42,34.26,36,973,221,1086,218,3.4519,143300,"<1H OCEAN"
19271,-122.76,38.45,8,5823,1104,2864,1041,3.6292,183600,"<1H OCEAN"
11752,-121.18,38.8,18,2541,414,1276,405,5.1857,220100,"INLAND"
12151,-117.19,33.7,24,5783,1256,1990,1151,1.9014,83500,"<1H OCEAN"
10363,-117.7,33.62,16,9653,2000,4732,1922,3.7361,197200,"<1H OCEAN"
16737,-122.32,37.69,48,592,122,340,143,5.966,315200,"NEAR BAY"
734,-122.14,37.68,35,2976,518,1424,538,4.267,210300,"NEAR BAY"
11167,-117.99,33.82,19,1991,528,1202,460,3.1538,252100,"<1H OCEAN"
14896,-117.07,32.61,22,5016,1331,3222,1196,2.1441,135500,"NEAR OCEAN"
11102,-117.87,33.82,26,2435,346,1088,350,5.9397,249400,"<1H OCEAN"
15513,-117.11,33.19,15,3154,488,1656,429,5.0461,222400,"<1H OCEAN"
13691,-117.2,34.14,18,1920,333,890,323,5.159,144800,"INLAND"
15439,-117.23,33.2,29,3372,720,1770,693,3.5109,166000,"<1H OCEAN"
1710,-122.32,37.95,36,1425,245,573,239,4.35,185000,"NEAR BAY"
85,-122.28,37.81,35,948,184,467,169,1.8088,118800,"NEAR BAY"
6635,-118.16,34.16,52,1576,239,696,249,6.07,261800,"<1H OCEAN"
11449,-117.98,33.68,14,3396,477,1542,472,7.3982,369100,"<1H OCEAN"
4886,-118.26,34.02,37,1551,501,2173,474,2.1667,117700,"<1H OCEAN"
2532,-122.2,39.51,37,2358,413,1060,424,2.8333,69700,"INLAND"
12627,-121.48,38.52,34,2561,497,1583,530,3.1583,95800,"INLAND"
6949,-118.08,33.99,36,2024,590,2028,573,2.8152,163900,"<1H OCEAN"
975,-121.87,37.66,39,522,116,161,102,2.4896,238500,"INLAND"
2632,-124.27,40.69,36,2349,528,1194,465,2.5179,79000,"NEAR OCEAN"
850,-122.04,37.59,14,1727,302,1116,273,5.3428,243600,"NEAR BAY"
14369,-117.24,32.73,37,2260,354,809,351,5.9113,388300,"NEAR OCEAN"
16817,-122.45,37.64,19,6326,1025,3444,984,6.2498,353300,"NEAR OCEAN"
19410,-120.92,37.7,24,527,112,270,112,1.6172,156300,"INLAND"
5674,-118.31,33.73,33,2265,366,986,388,5.4533,409800,"NEAR OCEAN"
14169,-117.06,32.76,36,2785,577,1275,527,2.3015,156800,"NEAR OCEAN"
15144,-116.9,32.84,18,4215,810,2104,773,4.0873,146900,"<1H OCEAN"
11730,-120.01,39.26,26,1930,391,307,138,2.6023,139300,"INLAND"
18626,-122,37.08,17,4154,739,2149,693,5.5919,373400,"NEAR OCEAN"
15185,-117.1,32.97,17,3167,861,2098,828,2.4459,85800,"<1H OCEAN"
550,-122.25,37.77,52,2156,458,872,445,3.2685,254200,"NEAR BAY"
13190,-117.71,34.08,29,1276,283,1216,316,2.5972,134300,"INLAND"
10474,-117.73,33.51,5,4549,786,1238,632,6.1785,295900,"<1H OCEAN"
6335,-117.96,33.99,25,1348,210,660,200,5.2852,297600,"<1H OCEAN"
5346,-118.42,34.04,46,1508,276,639,273,4.925,409800,"<1H OCEAN"
2443,-119.61,36.57,42,2242,521,1359,483,1.5833,65100,"INLAND"
9028,-118.88,34.02,19,15990,2611,5175,2173,7.7848,500001,"NEAR OCEAN"
13565,-117.29,34.15,42,1811,345,856,352,2.9667,97000,"INLAND"
12213,-117.19,33.53,6,108,18,43,17,3.475,187500,"<1H OCEAN"
15910,-122.42,37.74,52,1674,346,734,335,3.8864,281300,"NEAR BAY"
2163,-119.82,36.78,36,1370,289,812,282,2.6127,69600,"INLAND"
12800,-121.45,38.61,32,2436,612,1509,618,1.0424,81400,"INLAND"
1552,-121.94,37.75,16,5121,735,2464,761,6.6204,296100,"<1H OCEAN"
3545,-118.61,34.24,17,5406,895,2337,882,6.0137,375900,"<1H OCEAN"
10265,-117.85,33.9,20,4026,648,1997,650,5.5918,260500,"<1H OCEAN"
747,-122.09,37.67,39,2069,500,1408,478,3.1115,153500,"NEAR BAY"
14678,-117.11,32.84,16,4608,629,2020,636,6.04,243000,"<1H OCEAN"
13394,-117.59,34.03,16,3443,562,2130,564,5.0769,161400,"INLAND"
20441,-118.77,34.24,6,16222,2309,6700,2080,6.4963,308100,"<1H OCEAN"
20097,-120.24,38.01,11,1214,228,633,199,3.125,148600,"INLAND"
11286,-117.94,33.8,23,2757,734,1811,707,2.8,214300,"<1H OCEAN"
7203,-118.18,34.02,37,2631,734,3228,701,2.15,132200,"<1H OCEAN"
6743,-118.08,34.13,28,4465,985,2273,949,3.5671,228500,"INLAND"
285,-122.17,37.78,42,1524,260,651,267,3.6875,157300,"NEAR BAY"
18968,-122.03,38.25,35,1940,384,1177,403,3.1389,101100,"INLAND"
430,-122.28,37.88,52,1193,200,506,207,4.1912,254500,"NEAR BAY"
15976,-122.45,37.77,52,2602,NA,1330,647,3.5435,278600,"NEAR BAY"
19692,-121.62,39.12,35,2787,587,1431,601,2.5469,65900,"INLAND"
10185,-117.94,33.88,46,1747,312,770,296,5.4217,256000,"<1H OCEAN"
8265,-118.18,33.77,37,2653,754,1087,698,2.3523,325000,"NEAR OCEAN"
9568,-120.61,37.35,34,1900,401,1009,385,2.2222,75000,"INLAND"
11347,-117.89,33.77,29,2577,445,1849,470,4.4732,194800,"<1H OCEAN"
16668,-120.68,35.26,26,1704,315,918,310,3.2464,208000,"NEAR OCEAN"
12883,-121.34,38.67,34,1503,264,731,285,4.0352,118500,"INLAND"
7608,-118.26,33.88,39,1756,320,1055,322,3.2375,105200,"<1H OCEAN"
8872,-118.41,34.06,43,2665,556,1015,506,4.1411,500001,"<1H OCEAN"
2573,-124.15,40.78,36,2112,374,829,368,3.3984,90000,"NEAR OCEAN"
10448,-117.59,33.43,14,3223,484,1230,488,6.5964,358800,"NEAR OCEAN"
5730,-118.23,34.17,37,4524,1005,2099,937,3.5781,366700,"<1H OCEAN"
9895,-122.3,38.29,40,1739,318,744,312,2.6518,156100,"NEAR BAY"
5033,-118.33,33.98,28,3889,1199,3121,1046,1.8806,113900,"<1H OCEAN"
15750,-122.45,37.77,52,2339,548,1090,507,3.3679,350000,"NEAR BAY"
8135,-118.12,33.82,42,1493,277,671,267,3.2794,224500,"<1H OCEAN"
