"ID","median_house_value"
16716,97215.3846153846
19308,97215.3846153846
12484,97215.3846153846
14353,100507.692307692
8476,97215.3846153846
20034,97215.3846153846
4280,97215.3846153846
12831,97215.3846153846
18155,97215.3846153846
9355,97215.3846153846
5989,97215.3846153846
7730,97215.3846153846
16904,97215.3846153846
147,115807.692307692
18541,97215.3846153846
6399,97215.3846153846
17329,97215.3846153846
10673,97215.3846153846
17895,97215.3846153846
20394,97215.3846153846
17501,97215.3846153846
17671,97215.3846153846
15218,97215.3846153846
19248,97215.3846153846
19981,97215.3846153846
3060,96830.7692307692
4970,90676.9230769231
7167,97215.3846153846
14480,97215.3846153846
19645,97215.3846153846
19946,97215.3846153846
2609,97215.3846153846
17779,100507.692307692
11843,97215.3846153846
9934,97215.3846153846
20071,97215.3846153846
14125,97215.3846153846
595,89753.8461538462
13287,97215.3846153846
14026,97215.3846153846
6594,97215.3846153846
15155,100507.692307692
14362,100007.692307692
13955,97215.3846153846
18835,100507.692307692
10846,97215.3846153846
20078,97215.3846153846
6435,97215.3846153846
9089,97215.3846153846
7264,97215.3846153846
1243,90676.9230769231
9176,97215.3846153846
17528,97215.3846153846
1691,93853.8461538462
174,75092.3076923077
15545,100007.692307692
1414,89753.8461538462
15035,97215.3846153846
4460,96830.7692307692
18473,97215.3846153846
17570,97215.3846153846
14597,97215.3846153846
17763,97215.3846153846
2851,90676.9230769231
198,73615.3846153846
12321,97215.3846153846
3671,97215.3846153846
6238,97215.3846153846
14277,97215.3846153846
9281,97215.3846153846
4530,90676.9230769231
8024,97215.3846153846
17849,100507.692307692
16579,97215.3846153846
13034,97215.3846153846
9266,97215.3846153846
19102,97215.3846153846
8710,97215.3846153846
13507,97215.3846153846
1335,93853.8461538462
15634,97215.3846153846
11787,97215.3846153846
6093,97215.3846153846
5497,97215.3846153846
12788,97215.3846153846
9879,97215.3846153846
16155,97215.3846153846
8235,97215.3846153846
9693,100007.692307692
8785,97215.3846153846
5624,97215.3846153846
15126,100507.692307692
11171,97215.3846153846
15666,97215.3846153846
8436,97215.3846153846
18357,97215.3846153846
11957,97215.3846153846
17377,97215.3846153846
5843,97215.3846153846
11311,97215.3846153846
5991,97215.3846153846
8015,97215.3846153846
155,121015.384615385
5071,97215.3846153846
9589,100007.692307692
13746,97215.3846153846
1054,125069.230769231
14070,97215.3846153846
7181,97215.3846153846
4261,96830.7692307692
18961,97215.3846153846
9987,97215.3846153846
10156,97215.3846153846
7884,97215.3846153846
16776,97215.3846153846
2089,90676.9230769231
6353,96830.7692307692
10384,97215.3846153846
18114,97215.3846153846
17378,97215.3846153846
6623,90676.9230769231
6576,97215.3846153846
14807,97215.3846153846
6387,97215.3846153846
1962,96830.7692307692
17036,97215.3846153846
728,90676.9230769231
11044,97215.3846153846
3503,97215.3846153846
3395,90676.9230769231
2801,96830.7692307692
5998,97215.3846153846
19818,97215.3846153846
18490,100007.692307692
6678,97215.3846153846
933,84938.4615384615
9635,97215.3846153846
4004,97215.3846153846
9842,97215.3846153846
8932,97215.3846153846
10542,100007.692307692
19687,97215.3846153846
16352,97215.3846153846
9483,97215.3846153846
15091,97215.3846153846
18909,100507.692307692
19631,100507.692307692
4176,97215.3846153846
13729,97215.3846153846
12154,100007.692307692
19940,97215.3846153846
7542,97215.3846153846
1629,92407.6923076923
2466,89869.2307692308
1339,96830.7692307692
3801,90676.9230769231
3154,96830.7692307692
2045,89869.2307692308
13744,100007.692307692
1994,89753.8461538462
14391,97215.3846153846
10564,97215.3846153846
5385,97215.3846153846
9077,97215.3846153846
9505,97215.3846153846
1021,89207.6923076923
9294,97215.3846153846
8854,92407.6923076923
8636,97215.3846153846
8155,97215.3846153846
10904,97215.3846153846
8169,97215.3846153846
13900,97215.3846153846
746,87638.4615384615
11306,97215.3846153846
10254,97215.3846153846
15904,97215.3846153846
12117,100007.692307692
15033,97215.3846153846
15321,97215.3846153846
17101,97215.3846153846
12648,97215.3846153846
19964,97215.3846153846
678,89753.8461538462
20287,97215.3846153846
3954,96830.7692307692
19813,97215.3846153846
17589,97215.3846153846
3817,96830.7692307692
16621,97215.3846153846
15506,100507.692307692
15170,97215.3846153846
13748,100007.692307692
9488,100007.692307692
19501,97215.3846153846
18508,97215.3846153846
16736,97215.3846153846
6550,97215.3846153846
10865,97215.3846153846
18013,97215.3846153846
9433,97215.3846153846
6907,97215.3846153846
20133,100507.692307692
17604,97215.3846153846
17347,97215.3846153846
8993,97215.3846153846
3389,89530.7692307692
17526,97215.3846153846
19705,97215.3846153846
6785,100007.692307692
20515,97215.3846153846
17458,97215.3846153846
3442,95915.3846153846
4354,92407.6923076923
20505,100507.692307692
16886,97215.3846153846
12998,97215.3846153846
9525,97215.3846153846
9759,97215.3846153846
16124,97215.3846153846
18086,100507.692307692
16332,97215.3846153846
15085,97215.3846153846
9149,97215.3846153846
10881,97215.3846153846
16076,97215.3846153846
4564,97215.3846153846
7125,97215.3846153846
91,73769.2307692308
17118,97215.3846153846
3720,90676.9230769231
4990,90676.9230769231
9444,97215.3846153846
10952,97215.3846153846
13042,100007.692307692
19324,97215.3846153846
17243,97215.3846153846
11722,97215.3846153846
11362,100007.692307692
20297,97215.3846153846
10717,97215.3846153846
19226,97215.3846153846
14900,97215.3846153846
11011,97215.3846153846
8012,97215.3846153846
13130,97215.3846153846
10235,97215.3846153846
1080,89246.1538461538
1799,90676.9230769231
9243,97215.3846153846
8460,97215.3846153846
18022,97215.3846153846
8981,97215.3846153846
1111,85615.3846153846
18783,97215.3846153846
756,93853.8461538462
7320,97215.3846153846
9188,97215.3846153846
19367,97215.3846153846
1681,84938.4615384615
14419,97215.3846153846
524,73615.3846153846
19181,97215.3846153846
9092,97215.3846153846
1921,96830.7692307692
504,76038.4615384615
3254,96830.7692307692
4670,97215.3846153846
6372,90676.9230769231
20038,97215.3846153846
3688,96830.7692307692
1405,89753.8461538462
20429,100507.692307692
15217,100507.692307692
8724,97215.3846153846
17824,97215.3846153846
16474,97215.3846153846
18667,100507.692307692
18537,97215.3846153846
2953,90676.9230769231
12973,97215.3846153846
14735,97215.3846153846
16631,97215.3846153846
11901,100007.692307692
12578,97215.3846153846
16906,97215.3846153846
14190,97215.3846153846
2243,96830.7692307692
2364,96830.7692307692
1688,87838.4615384615
14919,97215.3846153846
9859,97215.3846153846
10818,100007.692307692
15448,97215.3846153846
15302,97215.3846153846
15751,97215.3846153846
4957,90676.9230769231
11167,97215.3846153846
16615,97215.3846153846
5227,97638.4615384615
12984,97215.3846153846
6493,97215.3846153846
20550,100507.692307692
17236,97215.3846153846
3785,90676.9230769231
9412,97215.3846153846
4686,90676.9230769231
19746,97215.3846153846
9648,97215.3846153846
1814,90015.3846153846
18745,97215.3846153846
1160,87215.3846153846
10960,97215.3846153846
4293,93469.2307692308
11159,97215.3846153846
8774,97215.3846153846
17552,100007.692307692
11836,97215.3846153846
16122,97215.3846153846
8016,97215.3846153846
5788,100007.692307692
11864,97215.3846153846
16210,97215.3846153846
15084,100007.692307692
1271,90015.3846153846
19354,100507.692307692
4113,92407.6923076923
12892,97215.3846153846
14250,97215.3846153846
11534,97215.3846153846
16266,97215.3846153846
19285,97215.3846153846
19815,97215.3846153846
20006,97215.3846153846
10981,97215.3846153846
9970,97215.3846153846
6873,97215.3846153846
15274,100007.692307692
17893,97215.3846153846
14786,97215.3846153846
5613,97215.3846153846
5152,97215.3846153846
12415,97215.3846153846
1025,96830.7692307692
1085,81600
12489,97215.3846153846
9411,97215.3846153846
7511,97215.3846153846
9282,97215.3846153846
8830,97215.3846153846
8078,97215.3846153846
386,76669.2307692308
238,69161.5384615385
14705,97215.3846153846
8181,97215.3846153846
16578,97215.3846153846
16372,97215.3846153846
10700,97215.3846153846
4308,91746.1538461538
14547,97215.3846153846
15584,97215.3846153846
8334,97215.3846153846
17807,97215.3846153846
17947,97215.3846153846
857,84938.4615384615
2248,88415.3846153846
19416,97215.3846153846
11468,97215.3846153846
18861,100007.692307692
15937,97215.3846153846
9338,97215.3846153846
9603,97215.3846153846
3696,91746.1538461538
6406,97215.3846153846
11328,97215.3846153846
3419,90676.9230769231
19228,100507.692307692
13874,97215.3846153846
17907,100507.692307692
10624,100007.692307692
2351,96830.7692307692
7265,97215.3846153846
650,84661.5384615385
57,78425
20615,97215.3846153846
7520,97215.3846153846
5762,100007.692307692
16509,97215.3846153846
2651,90676.9230769231
5939,97215.3846153846
4192,97215.3846153846
20155,97215.3846153846
16139,100507.692307692
10712,97215.3846153846
16876,97215.3846153846
13764,97215.3846153846
19928,97215.3846153846
3037,89530.7692307692
13522,97215.3846153846
1344,90676.9230769231
1664,95153.8461538462
12921,97215.3846153846
8430,97215.3846153846
20497,97215.3846153846
13821,97215.3846153846
11010,100007.692307692
1381,127315.384615385
11800,97215.3846153846
11427,97215.3846153846
18338,97215.3846153846
8120,97215.3846153846
5616,97215.3846153846
11409,97215.3846153846
14740,100507.692307692
19249,97215.3846153846
17512,97215.3846153846
13118,97215.3846153846
19318,97215.3846153846
8109,97215.3846153846
271,80638.4615384615
9548,97215.3846153846
18585,97215.3846153846
2055,90676.9230769231
1869,96830.7692307692
17586,100007.692307692
4075,92407.6923076923
10124,97215.3846153846
7339,97215.3846153846
17765,97215.3846153846
13417,97215.3846153846
10002,97215.3846153846
7142,100007.692307692
4115,97215.3846153846
6161,96830.7692307692
4105,97215.3846153846
11570,97215.3846153846
8344,97215.3846153846
17477,97215.3846153846
14212,97215.3846153846
19926,97215.3846153846
3756,90676.9230769231
1231,96830.7692307692
3611,97215.3846153846
631,86384.6153846154
4346,92407.6923076923
903,90015.3846153846
13743,97215.3846153846
19374,100507.692307692
6284,97215.3846153846
17933,97215.3846153846
17642,97215.3846153846
16491,97215.3846153846
10397,97215.3846153846
8172,97215.3846153846
19466,100507.692307692
11107,97215.3846153846
15346,97215.3846153846
18284,97215.3846153846
10330,97215.3846153846
7384,97215.3846153846
15941,97215.3846153846
17573,97215.3846153846
14585,97215.3846153846
10942,97215.3846153846
1023,96830.7692307692
13695,97215.3846153846
10758,97215.3846153846
4780,90676.9230769231
14088,97215.3846153846
10912,97215.3846153846
19535,97215.3846153846
12351,100007.692307692
2418,96830.7692307692
10311,97215.3846153846
10084,97215.3846153846
6065,97215.3846153846
2057,96830.7692307692
99,112075
2052,96830.7692307692
10066,97215.3846153846
6468,97215.3846153846
7654,97215.3846153846
10434,97215.3846153846
12683,97215.3846153846
2395,96830.7692307692
10578,97215.3846153846
2306,96830.7692307692
17492,97215.3846153846
20597,97215.3846153846
20104,97215.3846153846
3527,90676.9230769231
20090,100507.692307692
2037,96830.7692307692
7144,97215.3846153846
2684,96830.7692307692
16469,97215.3846153846
17710,100507.692307692
4410,90676.9230769231
11964,97215.3846153846
2260,90676.9230769231
12771,97215.3846153846
5907,97215.3846153846
7342,97215.3846153846
12049,100007.692307692
4944,90676.9230769231
9327,97215.3846153846
7900,97215.3846153846
10283,97215.3846153846
16599,100007.692307692
11811,100007.692307692
12290,97215.3846153846
15330,97215.3846153846
10074,97215.3846153846
9652,97215.3846153846
18289,97215.3846153846
13007,97215.3846153846
7378,97215.3846153846
6440,97215.3846153846
15522,97215.3846153846
20116,97215.3846153846
20445,100507.692307692
12494,97215.3846153846
7726,97215.3846153846
5676,100007.692307692
2946,96830.7692307692
7454,97215.3846153846
18414,97215.3846153846
470,78438.4615384615
10899,100007.692307692
13825,100007.692307692
3109,96830.7692307692
2909,90676.9230769231
17437,97215.3846153846
15216,100007.692307692
20161,97215.3846153846
12591,97215.3846153846
1366,89753.8461538462
2774,97330.7692307692
18006,100507.692307692
13220,97215.3846153846
8678,97215.3846153846
15211,97215.3846153846
13289,97215.3846153846
15628,97215.3846153846
18843,100507.692307692
7278,97215.3846153846
3057,96830.7692307692
402,77046.1538461538
17504,97215.3846153846
12994,97215.3846153846
12263,97215.3846153846
11004,97215.3846153846
7783,97215.3846153846
605,90015.3846153846
15304,97215.3846153846
11101,97215.3846153846
8791,97215.3846153846
6026,97215.3846153846
10996,97215.3846153846
17335,97215.3846153846
15411,97215.3846153846
1383,87838.4615384615
12646,97215.3846153846
2076,90676.9230769231
8776,97215.3846153846
5396,97215.3846153846
7345,97215.3846153846
20540,100007.692307692
19572,100507.692307692
13304,97215.3846153846
7300,97215.3846153846
18710,97215.3846153846
13569,97215.3846153846
5736,97215.3846153846
10331,97215.3846153846
984,87838.4615384615
10376,97215.3846153846
3128,96830.7692307692
973,98723.0769230769
6848,97215.3846153846
637,93238.4615384615
5546,97215.3846153846
4262,96830.7692307692
1426,96830.7692307692
8992,97215.3846153846
11330,97215.3846153846
13824,100007.692307692
14121,97215.3846153846
18892,97215.3846153846
20007,97215.3846153846
20409,97215.3846153846
18217,97215.3846153846
8333,97215.3846153846
7347,97215.3846153846
14749,97215.3846153846
10538,100007.692307692
16464,97215.3846153846
544,78438.4615384615
14909,97215.3846153846
3702,97215.3846153846
15800,97215.3846153846
19560,97215.3846153846
11738,97215.3846153846
8465,97215.3846153846
684,87838.4615384615
9875,97215.3846153846
7619,97215.3846153846
18150,97215.3846153846
12003,100007.692307692
10068,97215.3846153846
14522,97215.3846153846
5586,100007.692307692
14478,97215.3846153846
2221,96830.7692307692
11580,97215.3846153846
4411,90676.9230769231
4739,90676.9230769231
16416,97215.3846153846
18016,97215.3846153846
16733,100007.692307692
18858,100507.692307692
17938,97215.3846153846
20092,97215.3846153846
19580,97215.3846153846
9486,97215.3846153846
4878,90676.9230769231
4440,97215.3846153846
8173,97215.3846153846
1176,93092.3076923077
11684,100007.692307692
6044,97215.3846153846
14741,97215.3846153846
10751,97215.3846153846
7005,97215.3846153846
6393,97215.3846153846
5798,97215.3846153846
7136,97215.3846153846
14880,97215.3846153846
17182,97215.3846153846
10429,97215.3846153846
5977,97215.3846153846
11249,97215.3846153846
4706,90676.9230769231
13420,97215.3846153846
7855,97215.3846153846
18555,97215.3846153846
15111,100507.692307692
435,75800
1831,90676.9230769231
19849,97215.3846153846
16508,97215.3846153846
14140,97215.3846153846
3913,100007.692307692
14229,97215.3846153846
3348,97330.7692307692
7850,100007.692307692
4151,90676.9230769231
6184,96830.7692307692
2985,90676.9230769231
17191,97215.3846153846
17651,97215.3846153846
13320,97215.3846153846
3927,96830.7692307692
8703,97215.3846153846
688,83846.1538461538
8903,97215.3846153846
11195,97215.3846153846
15624,97215.3846153846
10502,97215.3846153846
3480,97215.3846153846
18989,97215.3846153846
6084,97215.3846153846
17150,97215.3846153846
9096,97215.3846153846
7058,97215.3846153846
2688,90676.9230769231
8893,97215.3846153846
13200,97215.3846153846
3468,96830.7692307692
14294,97215.3846153846
17396,97215.3846153846
19227,100507.692307692
17821,97215.3846153846
9533,97215.3846153846
9219,97215.3846153846
16661,97215.3846153846
16860,97215.3846153846
14727,97215.3846153846
9545,97215.3846153846
7049,97215.3846153846
3802,97215.3846153846
15602,97215.3846153846
10815,97215.3846153846
7482,97215.3846153846
1846,92407.6923076923
13612,97215.3846153846
4759,90676.9230769231
5899,97215.3846153846
10841,100007.692307692
7021,97215.3846153846
5122,90676.9230769231
3020,97215.3846153846
18914,97215.3846153846
13947,100007.692307692
2593,95915.3846153846
15139,97215.3846153846
9118,97215.3846153846
10807,100007.692307692
1917,93853.8461538462
10875,100007.692307692
16869,97215.3846153846
15057,100007.692307692
1662,95153.8461538462
13857,100007.692307692
8762,97215.3846153846
18156,97215.3846153846
13604,97215.3846153846
10314,97215.3846153846
6374,97215.3846153846
15322,97215.3846153846
13592,97215.3846153846
4056,91746.1538461538
980,85623.0769230769
11005,97215.3846153846
16505,97215.3846153846
19162,100007.692307692
3707,96830.7692307692
3309,96830.7692307692
9992,97215.3846153846
2249,88415.3846153846
18093,97215.3846153846
6914,97215.3846153846
15865,97215.3846153846
6357,97330.7692307692
20061,97215.3846153846
10021,97215.3846153846
18137,100507.692307692
18119,97215.3846153846
14056,100007.692307692
441,79515.3846153846
20581,97215.3846153846
20386,97215.3846153846
11627,97215.3846153846
18957,97215.3846153846
20270,97215.3846153846
12110,92507.6923076923
19152,97215.3846153846
691,85500
10884,97215.3846153846
1454,89869.2307692308
6969,97215.3846153846
656,83438.4615384615
14209,97215.3846153846
16333,100507.692307692
15494,97215.3846153846
6181,97215.3846153846
350,73446.1538461538
11277,100007.692307692
12941,97215.3846153846
19067,97215.3846153846
17575,97215.3846153846
14715,97215.3846153846
4698,90676.9230769231
4478,96830.7692307692
8907,97215.3846153846
7007,97215.3846153846
17968,97215.3846153846
7753,97215.3846153846
1775,90676.9230769231
6449,97215.3846153846
17488,97215.3846153846
9854,97215.3846153846
12706,97215.3846153846
10363,100007.692307692
16835,97215.3846153846
2211,96830.7692307692
13095,97215.3846153846
7117,97215.3846153846
7105,97215.3846153846
8617,97215.3846153846
19755,97215.3846153846
19438,97215.3846153846
3844,96830.7692307692
9186,91707.6923076923
9894,97215.3846153846
4250,93469.2307692308
10663,97215.3846153846
20045,97215.3846153846
2163,90676.9230769231
1040,84938.4615384615
11040,97215.3846153846
14843,97215.3846153846
10882,97215.3846153846
11727,97215.3846153846
20131,97215.3846153846
14937,100007.692307692
1393,88569.2307692308
15397,97215.3846153846
13230,97215.3846153846
1567,96838.4615384615
12852,97215.3846153846
3781,92507.6923076923
16271,97215.3846153846
20338,97215.3846153846
9651,97215.3846153846
7034,97215.3846153846
3313,96830.7692307692
20476,97215.3846153846
17109,97215.3846153846
3330,96830.7692307692
13480,97215.3846153846
12075,100007.692307692
13353,97215.3846153846
20363,97215.3846153846
7936,97215.3846153846
11110,97215.3846153846
939,93238.4615384615
9594,97215.3846153846
4848,90676.9230769231
13961,97215.3846153846
17549,100507.692307692
17254,97215.3846153846
787,84661.5384615385
15692,97215.3846153846
1759,89753.8461538462
8263,97215.3846153846
13917,97215.3846153846
6203,97215.3846153846
17596,97215.3846153846
7975,97215.3846153846
20164,97215.3846153846
6403,97215.3846153846
9021,97215.3846153846
15371,97215.3846153846
2337,96830.7692307692
1117,90292.3076923077
10539,97215.3846153846
1676,90676.9230769231
27,150712.5
12686,97215.3846153846
8114,97215.3846153846
15255,100007.692307692
19991,97215.3846153846
10063,97215.3846153846
8365,97215.3846153846
6233,97215.3846153846
7316,97215.3846153846
18042,100007.692307692
10797,97215.3846153846
5191,97215.3846153846
16228,97215.3846153846
12266,97215.3846153846
13722,97215.3846153846
15206,100507.692307692
12380,97215.3846153846
5848,100007.692307692
18245,97215.3846153846
1469,96830.7692307692
17850,100507.692307692
20272,100007.692307692
2910,90292.3076923077
14006,97215.3846153846
12680,97215.3846153846
6329,100015.384615385
14846,97215.3846153846
7636,100007.692307692
16717,97215.3846153846
13241,97215.3846153846
16325,97215.3846153846
1928,95915.3846153846
2151,90676.9230769231
19950,97215.3846153846
11269,97215.3846153846
13841,97215.3846153846
1145,96830.7692307692
9782,97215.3846153846
7382,97215.3846153846
11587,97215.3846153846
14523,97215.3846153846
16839,100507.692307692
14062,97215.3846153846
13773,100007.692307692
4296,96830.7692307692
4322,90676.9230769231
16011,97215.3846153846
18910,100507.692307692
15295,100007.692307692
12126,100007.692307692
17393,97215.3846153846
6809,97215.3846153846
12304,97215.3846153846
863,90676.9230769231
4088,97638.4615384615
5537,97215.3846153846
18849,97215.3846153846
15769,97215.3846153846
19155,100507.692307692
19958,97215.3846153846
4165,90676.9230769231
6811,97215.3846153846
16154,97215.3846153846
16218,97215.3846153846
17261,97215.3846153846
12461,97215.3846153846
3485,96830.7692307692
3002,88915.3846153846
19823,97215.3846153846
14834,97215.3846153846
11868,97215.3846153846
6097,97215.3846153846
17415,97215.3846153846
6085,97215.3846153846
9886,100007.692307692
19385,97215.3846153846
19713,97215.3846153846
7590,97215.3846153846
16288,97215.3846153846
1727,90292.3076923077
819,86230.7692307692
20042,97215.3846153846
5157,90676.9230769231
7847,97215.3846153846
20176,97215.3846153846
10455,97215.3846153846
1299,89753.8461538462
14437,97215.3846153846
1282,86938.4615384615
15053,97215.3846153846
16331,97215.3846153846
6207,97215.3846153846
15256,97215.3846153846
16514,97215.3846153846
2834,97215.3846153846
12586,97215.3846153846
3268,96830.7692307692
18346,97215.3846153846
18743,97215.3846153846
6218,97215.3846153846
6871,96830.7692307692
11917,97215.3846153846
4093,97330.7692307692
14118,97215.3846153846
5282,92407.6923076923
5727,97215.3846153846
3567,97638.4615384615
13404,100007.692307692
1764,89753.8461538462
18521,100507.692307692
12580,97215.3846153846
16988,97215.3846153846
19682,97215.3846153846
11382,97215.3846153846
3824,91746.1538461538
17674,97215.3846153846
10148,97215.3846153846
6102,97215.3846153846
10272,97215.3846153846
4258,92507.6923076923
12137,97215.3846153846
815,89753.8461538462
15907,97215.3846153846
2604,97215.3846153846
16409,97215.3846153846
4611,96830.7692307692
1633,92407.6923076923
5608,97215.3846153846
17412,97215.3846153846
5954,97215.3846153846
1456,93853.8461538462
7255,100007.692307692
6046,97215.3846153846
7036,97215.3846153846
15244,97215.3846153846
9165,97215.3846153846
3434,90676.9230769231
997,96953.8461538462
661,86384.6153846154
5178,97215.3846153846
10403,97215.3846153846
18518,97215.3846153846
3228,90292.3076923077
15635,97215.3846153846
19935,97215.3846153846
15102,100007.692307692
4313,97215.3846153846
10594,97215.3846153846
10711,97215.3846153846
13338,97215.3846153846
6810,97215.3846153846
7891,97215.3846153846
10216,97215.3846153846
6898,97215.3846153846
9565,97215.3846153846
13851,97215.3846153846
3294,97330.7692307692
3370,96830.7692307692
16330,97215.3846153846
4489,90676.9230769231
17692,97215.3846153846
199,101000
13106,97215.3846153846
7391,97215.3846153846
3672,90676.9230769231
5344,97215.3846153846
12932,97215.3846153846
3147,96830.7692307692
17790,100507.692307692
19987,97215.3846153846
12669,100007.692307692
1251,89753.8461538462
8464,100007.692307692
20247,97215.3846153846
16761,97215.3846153846
10854,100007.692307692
12125,97215.3846153846
18749,100507.692307692
2634,90676.9230769231
13919,97215.3846153846
4667,97215.3846153846
17777,97215.3846153846
9480,97215.3846153846
7095,97215.3846153846
2906,90676.9230769231
14531,97215.3846153846
11745,97215.3846153846
18192,97215.3846153846
7268,97215.3846153846
1498,95153.8461538462
10909,97215.3846153846
10485,97215.3846153846
7971,97215.3846153846
17515,97215.3846153846
16989,100507.692307692
10551,100007.692307692
8590,97215.3846153846
16619,97215.3846153846
11336,97215.3846153846
18600,97215.3846153846
17030,97215.3846153846
15464,97215.3846153846
923,255566.75
17386,100007.692307692
13270,97215.3846153846
16425,97215.3846153846
10511,97215.3846153846
5009,90676.9230769231
5709,97215.3846153846
11276,97215.3846153846
3523,97215.3846153846
3759,90676.9230769231
17312,100507.692307692
1982,95153.8461538462
6433,97215.3846153846
16807,97215.3846153846
1959,90676.9230769231
20170,100507.692307692
5845,92507.6923076923
4218,90676.9230769231
478,81600
7659,97215.3846153846
18226,100507.692307692
8066,97215.3846153846
10104,97215.3846153846
7932,100007.692307692
6259,97215.3846153846
18294,97215.3846153846
6134,97215.3846153846
10932,100007.692307692
9419,99869.2307692308
2062,89869.2307692308
14648,97215.3846153846
3705,96830.7692307692
3992,90676.9230769231
2386,90676.9230769231
5126,97215.3846153846
12383,100007.692307692
13944,97215.3846153846
5321,90676.9230769231
10645,97215.3846153846
7648,97215.3846153846
2847,90292.3076923077
7077,97215.3846153846
6282,97215.3846153846
6555,97215.3846153846
12,127300
3488,97215.3846153846
1551,95153.8461538462
12701,97215.3846153846
682,89753.8461538462
15851,97215.3846153846
17404,97215.3846153846
14064,97215.3846153846
2310,95915.3846153846
12316,97215.3846153846
10911,100007.692307692
17874,97215.3846153846
5339,97215.3846153846
8654,97215.3846153846
15755,97215.3846153846
5179,90676.9230769231
18297,97215.3846153846
18106,97215.3846153846
8527,97215.3846153846
14017,97215.3846153846
15505,100507.692307692
2630,91707.6923076923
11559,97215.3846153846
16693,97215.3846153846
570,89207.6923076923
2864,96830.7692307692
7840,97215.3846153846
18758,97215.3846153846
19194,97215.3846153846
12379,97215.3846153846
6132,96830.7692307692
11053,97215.3846153846
7321,97215.3846153846
2348,96830.7692307692
9887,97215.3846153846
6245,97215.3846153846
18495,100507.692307692
836,89753.8461538462
7933,100007.692307692
16149,97215.3846153846
3999,97215.3846153846
16951,97215.3846153846
16038,97215.3846153846
13866,97215.3846153846
17766,97215.3846153846
17843,97215.3846153846
20405,100507.692307692
5476,97215.3846153846
4446,97215.3846153846
17697,97215.3846153846
15727,97215.3846153846
14400,97215.3846153846
19880,100507.692307692
16957,97215.3846153846
5226,97215.3846153846
9999,97215.3846153846
18337,97215.3846153846
13305,100007.692307692
15375,97215.3846153846
19647,97215.3846153846
3397,90676.9230769231
2362,96830.7692307692
15971,100007.692307692
16698,97215.3846153846
5320,92407.6923076923
3828,91746.1538461538
17854,97215.3846153846
9179,97215.3846153846
14412,97215.3846153846
4999,90676.9230769231
8699,97215.3846153846
7473,100007.692307692
5726,97215.3846153846
355,73500
13643,97215.3846153846
3399,97215.3846153846
12956,100007.692307692
9384,100007.692307692
17376,97215.3846153846
11120,100007.692307692
20052,97215.3846153846
11642,97215.3846153846
15405,97215.3846153846
282,89215.3846153846
19804,97215.3846153846
14561,97215.3846153846
11349,100007.692307692
19764,97215.3846153846
6742,97215.3846153846
1932,96830.7692307692
5984,92507.6923076923
18942,100007.692307692
5359,97215.3846153846
16961,97215.3846153846
3780,96830.7692307692
19758,97215.3846153846
19157,97215.3846153846
5193,97215.3846153846
1838,90676.9230769231
4692,90676.9230769231
13506,97215.3846153846
1275,93084.6153846154
17978,100507.692307692
10668,97215.3846153846
8523,97215.3846153846
9164,97215.3846153846
2696,96830.7692307692
19854,97215.3846153846
3206,96830.7692307692
2561,90676.9230769231
8979,97215.3846153846
7679,97215.3846153846
12944,97215.3846153846
11424,97215.3846153846
9521,97215.3846153846
19450,97215.3846153846
2050,96830.7692307692
18943,100507.692307692
11503,97215.3846153846
214,69161.5384615385
17774,97215.3846153846
15135,97215.3846153846
13232,97215.3846153846
12729,97215.3846153846
16695,97215.3846153846
4128,96830.7692307692
19356,97215.3846153846
1320,93853.8461538462
2116,89530.7692307692
17291,97215.3846153846
10507,97215.3846153846
9452,97215.3846153846
9263,97215.3846153846
18588,97215.3846153846
632,93692.3076923077
12161,97215.3846153846
18320,97215.3846153846
5715,92407.6923076923
13065,97215.3846153846
2370,96830.7692307692
15514,100507.692307692
446,73615.3846153846
9694,100007.692307692
8925,97215.3846153846
19281,100507.692307692
2928,96830.7692307692
7363,100007.692307692
6739,97215.3846153846
18958,97215.3846153846
11831,97215.3846153846
18169,100507.692307692
17124,97215.3846153846
15334,97215.3846153846
16355,97215.3846153846
10765,100007.692307692
17838,100507.692307692
11887,97215.3846153846
7457,97215.3846153846
9191,97215.3846153846
3326,96830.7692307692
17017,97215.3846153846
4516,90676.9230769231
12518,97215.3846153846
2054,90676.9230769231
12031,100007.692307692
11535,97215.3846153846
14322,97215.3846153846
12427,97215.3846153846
713,83846.1538461538
2501,96830.7692307692
8835,100007.692307692
1758,90676.9230769231
12579,97215.3846153846
1873,97215.3846153846
11006,97215.3846153846
4953,90676.9230769231
1151,90292.3076923077
18367,97215.3846153846
11106,97215.3846153846
17718,97215.3846153846
6634,97215.3846153846
17659,100507.692307692
3477,92507.6923076923
4281,97215.3846153846
3836,96830.7692307692
5609,96830.7692307692
15951,97215.3846153846
13296,97215.3846153846
4307,90676.9230769231
7397,97215.3846153846
15171,97215.3846153846
4527,90676.9230769231
4073,97215.3846153846
14583,97215.3846153846
5704,97215.3846153846
5308,96830.7692307692
676,89207.6923076923
11469,97215.3846153846
15815,100507.692307692
9639,97215.3846153846
4187,90676.9230769231
12977,97215.3846153846
1736,90676.9230769231
19739,100507.692307692
8298,97215.3846153846
17094,97215.3846153846
13135,97215.3846153846
15377,97215.3846153846
3301,96830.7692307692
9895,97215.3846153846
6675,97215.3846153846
